"Work_Ref__c","Investigation_Case__r.Work_Ref__c","Signal__c","Family__c","Detail__c"
"MP3017307-W213229","MP3017307-W213229","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3018342-W70152","MP3018342-W70152","Peer amount","amount","Recommended amount at the 96th percentile of 568 comparable works (robust z 5.4)."
"MP3018342-W70152","MP3018342-W70152","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 73%). Before/after - 2024: 30 works at a median of Rs 497,850 -> 2025: 28 works at a median of Rs 859,221. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3018342-W70152","MP3018342-W70152","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3019193-W8626","MP3019193-W8626","Peer amount","amount","Recommended amount at the 91th percentile of 35 comparable works (robust z 3.8)."
"MP3019193-W8626","MP3019193-W8626","Peer duration","duration","Open for longer than 96% of comparable works still in progress."
"MP3019193-W8626","MP3019193-W8626","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2025: 136 works at a median of Rs 212,074 -> 2026: 21 works at a median of Rs 1,017,017. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3019193-W8626","MP3019193-W8626","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3042283-W242290","MP3042283-W242290","Peer amount","amount","Recommended amount at the 95th percentile of 568 comparable works (robust z 5.3)."
"MP3042283-W242290","MP3042283-W242290","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 83%). Before/after - 2023: 6 works at a median of Rs 2,309,328 -> 2024: 124 works at a median of Rs 400,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3042283-W242290","MP3042283-W242290","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3042295-W166142","MP3042295-W166142","Peer amount","amount","Recommended amount at the 100th percentile of 919 comparable works (robust z 45.9)."
"MP3042295-W166142","MP3042295-W166142","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2024: 109 works at a median of Rs 400,000 -> 2025: 30 works at a median of Rs 900,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3042295-W166142","MP3042295-W166142","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3017441-W42079","MP3017441-W42079","Peer amount","amount","Recommended amount at the 100th percentile of 615 comparable works (robust z 22.9)."
"MP3017441-W42079","MP3017441-W42079","Peer duration","duration","Open for longer than 98% of comparable works still in progress."
"MP3017441-W42079","MP3017441-W42079","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2023: 154 works at a median of Rs 167,450 -> 2024: 18 works at a median of Rs 424,227. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3017376-W26536","MP3017376-W26536","Peer amount","amount","Recommended amount at the 96th percentile of 568 comparable works (robust z 5.4)."
"MP3017376-W26536","MP3017376-W26536","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 60%). Before/after - 2024: 134 works at a median of Rs 500,000 -> 2025: 171 works at a median of Rs 200,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3017376-W26536","MP3017376-W26536","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3042816-W277142","MP3042816-W277142","Peer amount","amount","Recommended amount at the 100th percentile of 4191 comparable works (robust z 58.7)."
"MP3042816-W277142","MP3042816-W277142","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 86%). Before/after - 2024: 177 works at a median of Rs 627,534 -> 2025: 125 works at a median of Rs 1,170,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3042816-W277142","MP3042816-W277142","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3042535-W207623","MP3042535-W207623","Peer amount","amount","Recommended amount at the 100th percentile of 489 comparable works (robust z 8.5)."
"MP3042535-W207623","MP3042535-W207623","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2023: 107 works at a median of Rs 41,445 -> 2024: 147 works at a median of Rs 502,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3042535-W207623","MP3042535-W207623","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3042535-W145108","MP3042535-W145108","Peer amount","amount","Recommended amount at the 100th percentile of 1827 comparable works (robust z 18.5)."
"MP3042535-W145108","MP3042535-W145108","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 69%). Before/after - 2025: 86 works at a median of Rs 983,000 -> 2026: 43 works at a median of Rs 300,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3042535-W145108","MP3042535-W145108","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3019243-W100834","MP3019243-W100834","Peer amount","amount","Recommended amount at the 94th percentile of 598 comparable works (robust z 7.2)."
"MP3019243-W100834","MP3019243-W100834","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 65%). Before/after - 2024: 122 works at a median of Rs 909,000 -> 2025: 83 works at a median of Rs 1,500,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3019243-W100834","MP3019243-W100834","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3019999-W121818","MP3019999-W121818","Peer amount","amount","Recommended amount at the 97th percentile of 791 comparable works (robust z 10.9)."
"MP3019999-W121818","MP3019999-W121818","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 65%). Before/after - 2025: 41 works at a median of Rs 819,952 -> 2026: 12 works at a median of Rs 284,534. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3019999-W121818","MP3019999-W121818","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3042382-W176443","MP3042382-W176443","Peer amount","amount","Recommended amount at the 100th percentile of 756 comparable works (robust z 11.8)."
"MP3042382-W176443","MP3042382-W176443","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2024: 175 works at a median of Rs 306,327 -> 2025: 73 works at a median of Rs 1,000,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3042382-W176443","MP3042382-W176443","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3042382-W249889","MP3042382-W249889","Peer amount","amount","Recommended amount at the 100th percentile of 239 comparable works (robust z 10.1)."
"MP3042382-W249889","MP3042382-W249889","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2024: 175 works at a median of Rs 306,327 -> 2025: 73 works at a median of Rs 1,000,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
"MP3042382-W249889","MP3042382-W249889","Statistical outlier","multivariate","A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio."
"MP3042382-W255493","MP3042382-W255493","Peer amount","amount","Recommended amount at the 100th percentile of 756 comparable works (robust z 11.8)."
"MP3042382-W255493","MP3042382-W255493","Behavioural change","behaviour","Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2024: 175 works at a median of Rs 306,327 -> 2025: 73 works at a median of Rs 1,000,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too."
